Address,Grades,School_ID,ALD_15,Grade_Cat,:created_at,:id,:updated_at,:version,Short_Name,Longitude,Latitude,the_geom,GeoNetwork,WARD_15,Phone,Network,COMMAREA,Governance,Zip
3319 N Clifton Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",609974,Thomas Tunney,ES,2015-12-02T17:40:19.962Z,row-bdwz_qkry-8m43,2015-12-02T17:40:19.962Z,rv-xjrf_d4ds_6qxj,HAWTHORNE,-87.657709,41.942275,POINT (-87.65770887691485 41.94227548893776),4,44,1(773)534-5550,Network 4,LAKE VIEW,District,60657
1018 N Laramie Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609975,Emma M. Mitts,ES,2015-12-02T17:40:19.962Z,row-kj2r_tggz~tigm,2015-12-02T17:40:19.962Z,rv-h9ni-56d2_re2r,HAY,-87.755813,41.899171,POINT (-87.75581325312007 41.89917135608494),3,37,1(773)534-6000,Network 3,AUSTIN,District,60651
1518 W Granville Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609976,Harry Osterman,ES,2015-12-02T17:40:19.962Z,row-7yby_h45f-ktvx,2015-12-02T17:40:19.962Z,rv-uw4a.4hjk-y6rc,HAYT,-87.668504,41.994541,POINT (-87.66850377448598 41.994540886747274),2,48,1(773)534-2040,Network 2,EDGEWATER,District,60660
6657 S Kimbark Ave,"PK, K, 1, 2, 3, 4, 5, 6",609977,Leslie A. Hairston,ES,2015-12-02T17:40:19.962Z,row-u5m6-kfkj_798g,2015-12-02T17:40:19.962Z,rv-f6pr_cvi5_upvp,WOODLAWN,-87.594392,41.773366,POINT (-87.594391995999 41.773365531999744),9,5,1(773)535-0801,Network 9,WOODLAWN,District,60637
744 E 103rd St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609978,Michelle A. Harris,ES,2015-12-02T17:40:19.962Z,row-fbr4~66g8.pntx,2015-12-02T17:40:19.962Z,rv-ip7z-yxs4_xnat,SMITH,-87.60466,41.707558,POINT (-87.60466040848125 41.70755761742015),13,8,1(773)535-5689,Network 13,PULLMAN,District,60628
3010 S Parnell Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609979,James A. Balcer,ES,2015-12-02T17:40:19.962Z,row-ntw8_3rm8.mptk,2015-12-02T17:40:19.962Z,rv-sdxh~m5yv_kn7x,HEALY,-87.640341,41.839595,POINT (-87.6403407500606 41.83959485626091),6,11,1(773)534-9190,ISP,BRIDGEPORT,District,60616
4640 S Lamon Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609981,Ricardo Munoz,ES,2015-12-02T17:40:19.962Z,row-ehae-3swz_xz4k,2015-12-02T17:40:19.962Z,rv-kc9r~4j49_xgkh,HEARST,-87.745726,41.808175,POINT (-87.74572605723584 41.80817500025469),10,22,1(773)535-2376,Network 10,GARFIELD RIDGE,District,60638
4747 S Winchester Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609983,Toni L. Foulkes,ES,2015-12-02T17:40:19.962Z,row-qru5_e2g2.a42j,2015-12-02T17:40:19.962Z,rv-adfv~kqkp-2zxb,HEDGES,-87.673327,41.807112,POINT (-87.67332725936151 41.807112131998174),8,15,1(773)535-7360,Network 8,NEW CITY,District,60609
4409 W Wilcox St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609985,Jason C. Ervin,ES,2015-12-02T17:40:19.962Z,row-5ru9~qppv.mfh8,2015-12-02T17:40:19.962Z,rv-y27r~zc7d.f3t6,HEFFERAN,-87.735802,41.878665,POINT (-87.73580189396158 41.87866464728026),5,28,1(773)534-6192,Network 5,WEST GARFIELD PARK,District,60624
5650 S Wolcott Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609986,Toni L. Foulkes,ES,2015-12-02T17:40:19.962Z,row-6dih.guui_zjzr,2015-12-02T17:40:19.962Z,rv-iqv6_nvz4-6sug,HENDERSON,-87.671887,41.790591,POINT (-87.67188730686242 41.79059128724355),11,15,1(773)535-9080,Network 11,WEST ENGLEWOOD,District,60636
4316 S Princeton Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609987,Patricia R. Dowell,ES,2015-12-02T17:40:19.962Z,row-xzwn.25x7_x4x2,2015-12-02T17:40:19.962Z,rv-pg5j.nq39_tbv7,HENDRICKS,-87.633664,41.815788,POINT (-87.6336644770054 41.81578775192073),9,3,1(773)535-1696,Network 9,FULLER PARK,District,60609
4250 N Saint Louis Ave,"PK, K, 1, 2, 3, 4, 5, 6",609988,Rey Colon,ES,2015-12-02T17:40:19.962Z,row-wh27.x2w8.2u39,2015-12-02T17:40:19.962Z,rv-q53r~y7zb~9cet,HENRY,-87.715632,41.958989,POINT (-87.71563237184283 41.95898879766762),1,35,1(773)534-5060,Network 1,IRVING PARK,District,60618
1212 S Plymouth Ct,"K, 1, 2, 3, 4, 5, 6, 7, 8",609990,Patricia R. Dowell,ES,2015-12-02T17:40:19.962Z,row-nxcy_s4ni~v5n4,2015-12-02T17:40:19.962Z,rv-7bcn-yy4j.wx2c,SOUTH LOOP,-87.628615,41.866875,POINT (-87.6286150040357 41.866874506351465),6,3,1(773)534-8690,ISP,NEAR SOUTH SIDE,District,60605
3711 W Douglas Blvd,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609991,Michael D. Chandler,ES,2015-12-02T17:40:19.962Z,row-f9eu-nkwr_38dk,2015-12-02T17:40:19.962Z,rv-siw7~xqdu_be8f,HERZL,-87.718994,41.862081,POINT (-87.71899385397026 41.862081296788254),5,24,1(773)534-1480,AUSL,NORTH LAWNDALE,District,60623
4619 S Wolcott Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609993,Toni L. Foulkes,ES,2015-12-02T17:40:19.962Z,row-r2ag_nw7w~ydd4,2015-12-02T17:40:19.962Z,rv-ies7-bj97~kw5s,LARA,-87.672182,41.80977,POINT (-87.67218159318216 41.80977029727825),8,15,1(773)535-4389,Network 8,NEW CITY,District,60609
3244 W Ainslie St,"PK, K, 1, 2, 3, 4, 5, 6",609994,Deborah Mell,ES,2015-12-02T17:40:19.962Z,row-9jpb-4j2u.ijk8,2015-12-02T17:40:19.962Z,rv-c4xt-ahsc.eij5,HIBBARD,-87.710362,41.970335,POINT (-87.71036161363229 41.97033523527418),1,33,1(773)534-5191,Network 1,ALBANY PARK,District,60625
5625 N McVicker Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609995,John Arena,ES,2015-12-02T17:40:19.962Z,row-nreg_zn7f-jie9,2015-12-02T17:40:19.962Z,rv-7ttv.pez3-5xap,HITCH,-87.779123,41.983672,POINT (-87.77912305218136 41.983671696296184),1,45,1(773)534-1189,Network 1,NORWOOD PARK,District,60646
1104 W 31st St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609996,James A. Balcer,ES,2015-12-02T17:40:19.962Z,row-ccny~j23a~pck6,2015-12-02T17:40:19.962Z,rv-58jx~e7it_m4yc,HOLDEN,-87.653792,41.838027,POINT (-87.65379166824142 41.83802738823858),6,11,1(773)535-7200,Network 6,BRIDGEPORT,District,60608
955 W Garfield Blvd,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609997,JoAnn Thompson,ES,2015-12-02T17:40:19.962Z,row-pi6i~kyr5_fyxj,2015-12-02T17:40:19.962Z,rv-hxkk_g32x_py2y,HOLMES,-87.649795,41.793788,POINT (-87.64979535585655 41.79378764949368),11,16,1(773)535-9025,OS4,ENGLEWOOD,District,60621
720 N Lorel Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610000,Emma M. Mitts,ES,2015-12-02T17:40:19.962Z,row-xkqx~avwi_n7ir,2015-12-02T17:40:19.962Z,rv-d2p4.naze.jvyn,HOWE,-87.759398,41.893612,POINT (-87.75939838484176 41.893612211604726),3,37,1(773)534-6060,AUSL,AUSTIN,District,60644
8905 S Crandon Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",610002,Natashia Holmes,ES,2015-12-02T17:40:19.962Z,row-pxjs.ch9r-96be,2015-12-02T17:40:19.962Z,rv-c68m_djzy.fu57,HOYNE,-87.568228,41.733338,POINT (-87.56822810112766 41.73333775261631),12,7,1(773)535-6425,Network 12,CALUMET HEIGHTS,District,60617
8324 S Racine Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610003,"Howard B. Brookins, Jr.",ES,2015-12-02T17:40:19.962Z,row-dg6c_v586.mjdr,2015-12-02T17:40:19.962Z,rv-cxej-u66x.exhk,CUFFE,-87.653633,41.742452,POINT (-87.65363344756491 41.742451627580586),11,21,1(773)535-8250,Network 11,AUBURN GRESHAM,District,60620
10650 S Eberhart Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",610004,Anthony A. Beale,ES,2015-12-02T17:40:19.962Z,row-zm5h~8g3x.hdmx,2015-12-02T17:40:19.962Z,rv-yawm~s43m.cddk,CULLEN,-87.611244,41.700335,POINT (-87.6112444583101 41.700335141901945),13,9,1(773)535-5375,Network 13,ROSELAND,District,60628
4247 W 15th St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610005,Michael D. Chandler,ES,2015-12-02T17:40:19.962Z,row-sgqz_7p7u_etd8,2015-12-02T17:40:19.962Z,rv-cp98~yysw_ewfu,HUGHES C,-87.731777,41.860518,POINT (-87.73177738698224 41.860517738413165),5,24,1(773)534-1762,Network 5,NORTH LAWNDALE,District,60623
3849 W 69th Pl,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610006,Marty Quinn,ES,2015-12-02T17:40:19.962Z,row-nv2f_4jnh_h6k4,2015-12-02T17:40:19.962Z,rv-3349.byy6.gnjk,HURLEY,-87.719541,41.766785,POINT (-87.71954083232336 41.76678528169472),10,13,1(773)535-2068,Network 10,WEST LAWN,District,60629
820 S Carpenter St,"K, 1, 2, 3, 4, 5, 6, 7, 8",610009,Daniel S. Solis,ES,2015-12-02T17:40:19.962Z,row-dyze-tp7a-q3m6,2015-12-02T17:40:19.962Z,rv-zwek-j8jn.cudw,GALILEO,-87.653366,41.871255,POINT (-87.6533655527328 41.871254824347325),6,25,1(773)534-7070,Network 6,NEAR WEST SIDE,District,60607
3149 N Wolcott Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610010,Scott Waguespack,ES,2015-12-02T17:40:19.962Z,row-qwj5_r83w_3zd3,2015-12-02T17:40:19.962Z,rv-d3mf~rwq2-u7cc,JAHN,-87.67581,41.939247,POINT (-87.67580971886464 41.93924749698736),4,32,1(773)534-5500,Network 4,NORTH CENTER,District,60657
5650 N Mozart St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610011,Patrick O'Connor,ES,2015-12-02T17:40:19.962Z,row-cusy~3cwy~zr52,2015-12-02T17:40:19.962Z,rv-9yay_hxg2_am6v,JAMIESON,-87.700529,41.984641,POINT (-87.7005294202332 41.9846407763159),2,40,1(773)534-2395,Network 2,WEST RIDGE,District,60659
1119 N Cleveland Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610012,"Walter Burnett, Jr.",ES,2015-12-02T17:40:19.962Z,row-hx5r.zwyz.u6b6,2015-12-02T17:40:19.962Z,rv-a7s7_jjp6-n3cw,JENNER,-87.641056,41.902055,POINT (-87.64105555982708 41.90205484166509),6,27,1(773)534-8440,Network 6,NEAR NORTH SIDE,District,60610
1420 W 17th St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610013,Daniel S. Solis,ES,2015-12-02T17:40:19.962Z,row-whhm~r3ax_7dgk,2015-12-02T17:40:19.962Z,rv-vjzv-xpef~s5p5,PILSEN,-87.662209,41.858849,POINT (-87.66220943345982 41.85884887632038),7,25,1(773)534-7675,Network 7,LOWER WEST SIDE,District,60608
1746 S Miller St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610015,Daniel S. Solis,ES,2015-12-02T17:40:19.962Z,row-2dep-u4u8-ntax,2015-12-02T17:40:19.962Z,rv-qwge~xi4u-vx4j,JUNGMAN,-87.652302,41.858065,POINT (-87.65230159441386 41.858064777120056),7,25,1(773)534-7375,Network 7,LOWER WEST SIDE,District,60608
9241 S Leavitt St,"K, 1, 2, 3, 4, 5, 6, 7, 8",610016,Matthew J. O'Shea,ES,2015-12-02T17:40:19.962Z,row-mfqc.vm7t.cuke,2015-12-02T17:40:19.962Z,rv-dzg3-b284.b38z,KELLOGG,-87.677233,41.725263,POINT (-87.67723250660754 41.72526343976682),10,19,1(773)535-2590,Network 10,BEVERLY,District,60620
2850 W 24th Blvd,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610017,George A. Cardenas,ES,2015-12-02T17:40:19.962Z,row-perh~4ti9-ecx5,2015-12-02T17:40:19.962Z,rv-hnv6.jc7y~5rcd,SAUCEDO,-87.697316,41.847941,POINT (-87.69731553798826 41.847940716554206),7,12,1(773)534-1770,Network 7,SOUTH LAWNDALE,District,60623
6450 S Lowe Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610019,Willie B. Cochran,ES,2015-12-02T17:40:19.962Z,row-dsmr_kpz9~3geu,2015-12-02T17:40:19.962Z,rv-njmw~jzdx-zzgu,KERSHAW,-87.640892,41.776453,POINT (-87.64089202531562 41.77645281062659),11,20,1(773)535-3050,Network 11,ENGLEWOOD,District,60621
3501 W Potomac Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610021,Roberto Maldonado,ES,2015-12-02T17:40:19.962Z,row-gtxd.sttn-swkc,2015-12-02T17:40:19.962Z,rv-hte8-wtze-9n7p,CASALS,-87.714234,41.904503,POINT (-87.71423364691857 41.90450276496282),5,26,1(773)534-4444,AUSL,HUMBOLDT PARK,District,60651
6700 N Greenview Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610022,Joe A. Moore,ES,2015-12-02T17:40:19.962Z,row-6xkb-jsg2.rtsz,2015-12-02T17:40:19.962Z,rv-vxmu.rqrs-pz48,KILMER,-87.668222,42.00364,POINT (-87.66822246667726 42.00364046286839),2,49,1(773)534-2115,Network 2,ROGERS PARK,District,60626
2345 S Millard Ave,"PK, K, 1, 2, 3",610024,Ricardo Munoz,ES,2015-12-02T17:40:19.962Z,row-vyqc.v7bu.9sgq,2015-12-02T17:40:19.962Z,rv-md22~qeav_j33w,CARDENAS,-87.716017,41.848488,POINT (-87.71601740711418 41.848487770816014),7,22,1(773)534-1465,Network 7,SOUTH LAWNDALE,District,60623
5625 S Mobile Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610026,Marty Quinn,ES,2015-12-02T17:40:19.962Z,row-ere4-n7gz~8ehc,2015-12-02T17:40:19.962Z,rv-3nht_fduh.g55a,KINZIE,-87.779483,41.789965,POINT (-87.77948260007388 41.78996463482958),10,13,1(773)535-2425,ISP,GARFIELD RIDGE,District,60638
9351 S Lowe Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",610027,"Howard B. Brookins, Jr.",ES,2015-12-02T17:40:19.962Z,row-49ua~p2nq_xjax,2015-12-02T17:40:19.962Z,rv-durm~dgqd.4g8p,KIPLING,-87.639521,41.723627,POINT (-87.6395207214447 41.72362690598935),11,21,1(773)535-3151,Network 11,WASHINGTON HEIGHTS,District,60620
1501 N Greenview Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610029,Bob Fioretti,ES,2015-12-02T17:40:19.962Z,row-za22~c9yv-w23d,2015-12-02T17:40:19.962Z,rv-7wrh~ccdr-nswu,LOZANO,-87.665093,41.908886,POINT (-87.66509327248652 41.90888612804594),6,2,1(773)534-4750,Network 6,WEST TOWN,District,60642
936 E 54th St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610030,Leslie A. Hairston,ES,2015-12-02T17:40:19.962Z,row-xear_7h84_5a69,2015-12-02T17:40:19.962Z,rv-e95m_rtij~u8nb,KOZMINSKI,-87.602481,41.798002,POINT (-87.60248144761799 41.798001877991666),9,5,1(773)535-0980,Network 9,HYDE PARK,District,60615
1150 W 96th St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610032,"Howard B. Brookins, Jr.",ES,2015-12-02T17:40:19.962Z,row-74zm~zb62.5nhc,2015-12-02T17:40:19.962Z,rv-kbx4~u5fn_4k5f,GREEN,-87.6525,41.719292,POINT (-87.65250013965985 41.71929194806672),11,21,1(773)535-2575,Network 11,WASHINGTON HEIGHTS,District,60643
1734 N Orleans St,"K, 1, 2, 3, 4, 5, 6, 7, 8",610033,Michele Smith,ES,2015-12-02T17:40:19.962Z,row-q63n-kp7f~h7xq,2015-12-02T17:40:19.962Z,rv-hg2v-ctya.j6fk,LASALLE,-87.637565,41.9139,POINT (-87.63756486379565 41.91389953297225),4,43,1(773)534-8470,Network 4,LINCOLN PARK,District,60614
3500 W Douglas Blvd,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610034,Michael D. Chandler,ES,2015-12-02T17:40:19.962Z,row-ryu9_jyju.4rsq,2015-12-02T17:40:19.962Z,rv-wmqd-jmte-t2g5,LAWNDALE,-87.712957,41.86296,POINT (-87.71295678690625 41.86296002480986),5,24,1(773)534-1635,Network 5,NORTH LAWNDALE,District,60623
1431 N Leamington Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610036,Emma M. Mitts,ES,2015-12-02T17:40:19.962Z,row-tn5d~yrj9.tkbi,2015-12-02T17:40:19.962Z,rv-4r86.ir6d.d9qy,LEWIS,-87.75455,41.906826,POINT (-87.75454995047971 41.90682605055676),3,37,1(773)534-3060,AUSL,AUSTIN,District,60651
5300 S Loomis Blvd,"K, 1, 2, 3, 4, 5, 6, 7, 8",610037,Willie B. Cochran,ES,2015-12-02T17:40:19.962Z,row-f495-8t97_mgqg,2015-12-02T17:40:19.962Z,rv-suga_9j48-jydh,LIBBY,-87.659933,41.797685,POINT (-87.65993281739074 41.79768483258941),11,20,1(773)535-9050,Network 11,NEW CITY,District,60609
615 W Kemper Pl,"K, 1, 2, 3, 4, 5, 6, 7, 8",610038,Michele Smith,ES,2015-12-02T17:40:19.962Z,row-d7jq-wz4c_4gj8,2015-12-02T17:40:19.962Z,rv-wu2e.ssjn~5ua2,LINCOLN,-87.644497,41.924525,POINT (-87.64449730364142 41.924524816547134),4,43,1(773)534-5720,Network 4,LINCOLN PARK,District,60614
3221 N Sacramento Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610039,Deborah Mell,ES,2015-12-02T17:40:19.962Z,row-raai-5nnr.yugn,2015-12-02T17:40:19.962Z,rv-4m4k.3mc5~vynx,VON LINNE,-87.702635,41.940009,POINT (-87.70263467444693 41.940009280018735),4,33,1(773)534-5262,Network 4,AVONDALE,District,60618
2103 N Lamon Ave,"PK, K, 1, 2, 3, 4, 5",610040,Nicholas Sposato,ES,2015-12-02T17:40:19.962Z,row-f5gz-pwqz-u8mm,2015-12-02T17:40:19.962Z,rv-pmsd.vfpg~eu4a,LLOYD,-87.748515,41.918814,POINT (-87.74851501330687 41.91881409630328),3,36,1(773)534-3070,ISP,BELMONT CRAGIN,District,60639
2828 N Oak Park Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610041,Nicholas Sposato,ES,2015-12-02T17:40:19.962Z,row-2jr4_c5vz.q5cx,2015-12-02T17:40:19.962Z,rv-cruz_tknr~xwdw,LOCKE J,-87.795604,41.931762,POINT (-87.79560407070099 41.93176235449164),3,36,1(773)534-3300,Network 3,MONTCLARE,District,60634
6333 W Bloomingdale Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610043,Deborah L. Graham,ES,2015-12-02T17:40:19.962Z,row-22zt~ng6g-mcn5,2015-12-02T17:40:19.962Z,rv-k5ca~jnsg-8cki,LOVETT,-87.783919,41.912718,POINT (-87.78391884722303 41.91271802720463),3,29,1(773)534-3130,Network 3,AUSTIN,District,60639
3320 W Hirsch St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610044,Roberto Maldonado,ES,2015-12-02T17:40:19.962Z,row-f848_v4rn.kc9c,2015-12-02T17:40:19.962Z,rv-ugkn.46m5.p5t3,LOWELL,-87.710217,41.90652,POINT (-87.71021700219954 41.906519591635934),5,26,1(773)534-4300,Network 5,HUMBOLDT PARK,District,60651
2941 N McVicker Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",610046,Ariel E. Reboyras,ES,2015-12-02T17:40:19.962Z,row-7v7u-mez7.zihz,2015-12-02T17:40:19.962Z,rv-f4yq~qefy~7yqq,LYON,-87.777174,41.934192,POINT (-87.77717419854974 41.93419216300226),3,30,1(773)534-3120,Network 3,BELMONT CRAGIN,District,60634
7433 S Dorchester Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610047,Michelle A. Harris,ES,2015-12-02T17:40:19.962Z,row-nkbb~kg4r-2rpg,2015-12-02T17:40:19.962Z,rv-ng93-bfu3~6mnn,MADISON,-87.590712,41.759548,POINT (-87.5907123954885 41.759548060524274),12,8,1(773)535-0551,Network 12,SOUTH SHORE,District,60619
1420 N Hudson Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610048,"Walter Burnett, Jr.",ES,2015-12-02T17:40:19.962Z,row-hni3.5a7f.va5p,2015-12-02T17:40:19.962Z,rv-99n8~8gdp_gwi3,MANIERRE,-87.639827,41.908247,POINT (-87.63982651308685 41.9082468827221),4,27,1(773)534-8456,Network 4,NEAR NORTH SIDE,District,60610
5252 W Palmer St,"6, 7, 8",610051,Nicholas Sposato,ES,2015-12-02T17:40:19.962Z,row-nvyb_pres_8w8a,2015-12-02T17:40:19.962Z,rv-sa7a_3zab-43ju,NORTHWEST,-87.758154,41.920155,POINT (-87.75815425646047 41.92015477035853),3,36,1(773)534-3250,Network 3,BELMONT CRAGIN,District,60639
8050 S Chappel Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610052,Michelle A. Harris,ES,2015-12-02T17:40:19.962Z,row-c5cu.ivze.973x,2015-12-02T17:40:19.962Z,rv-dd85_mvmk~tt6r,MANN,-87.574816,41.748274,POINT (-87.57481563757929 41.748274127957686),12,8,1(773)535-6640,OS4,SOUTH CHICAGO,District,60617
6550 S Richmond St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610053,Latasha R. Thomas,ES,2015-12-02T17:40:19.962Z,row-k43g.fppq.u6e3,2015-12-02T17:40:19.962Z,rv-3qej.6x37_ryfw,MARQUETTE,-87.69703,41.773881,POINT (-87.69702979965113 41.77388108026705),10,17,1(773)535-9260,AUSL,CHICAGO LAWN,District,60629
9822 S Exchange Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610054,John A. Pope,ES,2015-12-02T17:40:19.962Z,row-v87g-dgyu_e62v,2015-12-02T17:40:19.962Z,rv-hgeh-x3bq.xetm,MARSH,-87.552483,41.716588,POINT (-87.55248342632741 41.716588014883484),13,10,1(773)535-6430,Network 13,SOUTH DEERING,District,60617
3250 W Monroe St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610055,Jason C. Ervin,ES,2015-12-02T17:40:19.962Z,row-b5pp~3fdk.f7bx,2015-12-02T17:40:19.962Z,rv-q8nb-cbb9_49v6,FARADAY,-87.708092,41.879714,POINT (-87.70809201986565 41.879713591558684),5,28,1(773)534-6670,Network 5,EAST GARFIELD PARK,District,60624
4217 W 18th St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610056,Michael D. Chandler,ES,2015-12-02T17:40:19.962Z,row-qgpn-sfhd-8aih,2015-12-02T17:40:19.962Z,rv-wfi2.2upk-s5kc,MASON,-87.731672,41.856864,POINT (-87.7316724333118 41.85686370074595),5,24,1(773)534-1530,Network 5,NORTH LAWNDALE,District,60623
6201 S Fairfield Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610057,JoAnn Thompson,ES,2015-12-02T17:40:19.962Z,row-tq2q.rwn8.ksrz,2015-12-02T17:40:19.962Z,rv-rfiw.y2u9~737q,FAIRFIELD,-87.692115,41.780904,POINT (-87.6921150640829 41.78090389859733),10,16,1(773)535-9500,Network 10,CHICAGO LAWN,District,60629
2250 N Clifton Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610059,Michele Smith,ES,2015-12-02T17:40:19.962Z,row-hjff.vkj8_fi7a,2015-12-02T17:40:19.962Z,rv-rjhn_pgsp-f4yx,MAYER,-87.657287,41.923204,POINT (-87.65728743866168 41.92320352252891),4,43,1(773)534-5535,Network 4,LINCOLN PARK,District,60614
1340 W Harrison St,"K, 1, 2, 3, 4, 5, 6, 7, 8",610060,Jason C. Ervin,ES,2015-12-02T17:40:19.962Z,row-a2jx~j6dw.m58k,2015-12-02T17:40:19.962Z,rv-d9p7.bmv6-p2cx,JACKSON A,-87.660985,41.8743,POINT (-87.66098467200842 41.87429963883125),6,28,1(773)534-7000,Network 6,NEAR WEST SIDE,District,60607
3527 S Wallace St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610062,James A. Balcer,ES,2015-12-02T17:40:19.962Z,row-c6c4~uk7y_awec,2015-12-02T17:40:19.962Z,rv-q8i7.5ntg~mrfi,MCCLELLAN,-87.641103,41.829993,POINT (-87.64110257491757 41.829992863263946),6,11,1(773)535-1732,Network 6,BRIDGEPORT,District,60609
2712 S Sawyer Ave,"PK, K, 1, 2, 3, 4, 5",610063,Ricardo Munoz,ES,2015-12-02T17:40:19.962Z,row-5dh9_s6sd-9dtp,2015-12-02T17:40:19.962Z,rv-djzb_74we_sjhi,MCCORMICK,-87.7063,41.842267,POINT (-87.70630009243725 41.8422671656938),7,22,1(773)535-7252,Network 7,SOUTH LAWNDALE,District,60623
6543 S Champlain Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610065,Willie B. Cochran,ES,2015-12-02T17:40:19.962Z,row-qpqa.pt2g.aeas,2015-12-02T17:40:19.962Z,rv-442m.ybae.ri36,TILL,-87.609357,41.775424,POINT (-87.60935721070929 41.77542384410605),9,20,1(773)535-0570,Network 9,WOODLAWN,District,60637
8801 S Indiana Ave,"K, 1, 2, 3, 4, 5, 6",610066,Anthony A. Beale,ES,2015-12-02T17:40:19.962Z,row-ez72-es8c_r6hd,2015-12-02T17:40:19.962Z,rv-p8vr_y5k4.7vg8,MCDADE,-87.619214,41.73455,POINT (-87.61921444333606 41.734549908472914),12,9,1(773)535-3669,Network 12,CHATHAM,District,60619
6901 S Fairfield Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610067,Latasha R. Thomas,ES,2015-12-02T17:40:19.962Z,row-wkmy~zwrg-vvmc,2015-12-02T17:40:19.962Z,rv-b2jy.eq7v.ypkw,MCKAY,-87.691787,41.768143,POINT (-87.69178650238207 41.76814276495704),10,17,1(773)535-9340,Network 10,CHICAGO LAWN,District,60629
5411 W Fullerton Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610068,Nicholas Sposato,ES,2015-12-02T17:40:19.962Z,row-2kvk-esqd_nqdn,2015-12-02T17:40:19.962Z,rv-zpnp-e2x9.42j7,HANSON PARK,-87.761515,41.923955,POINT (-87.76151477103915 41.92395525831387),3,36,1(773)534-3100,Network 3,BELMONT CRAGIN,District,60639
4728 N Wolcott Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610070,Ameya Pawar,ES,2015-12-02T17:40:19.962Z,row-rk4z-zk4n-k4t5,2015-12-02T17:40:19.962Z,rv-u2fu.3yp4~6bkv,MCPHERSON,-87.676288,41.967847,POINT (-87.67628825270492 41.967846868166774),2,47,1(773)534-2625,Network 2,LINCOLN SQUARE,District,60640
